Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,175.460007,175.779999,173.520004,174.509995,172.927643,2106700
2019-07-02,175.100006,175.100006,173.070007,174.020004,172.442093,1555400
2019-07-03,174.169998,175.039993,172.929993,174.979996,173.393387,1170700
2019-07-05,173.000000,173.279999,169.729996,172.000000,170.440399,1740500
2019-07-08,169.919998,170.479996,168.770004,169.190002,167.655884,2285300
2019-07-09,166.820007,167.449997,164.289993,165.699997,164.197525,4536100
2019-07-10,166.190002,167.320007,165.570007,165.699997,164.197525,2661700
2019-07-11,166.300003,169.089996,165.869995,169.039993,167.507233,2814800
2019-07-12,170.100006,173.360001,169.250000,173.339996,171.768250,3160700
2019-07-15,173.380005,174.250000,171.210007,172.839996,171.272781,2187500
2019-07-16,172.750000,177.250000,172.720001,176.490005,174.889694,3918900
2019-07-17,176.350006,176.490005,174.100006,174.669998,173.086197,2947400
2019-07-18,174.419998,175.139999,172.399994,173.059998,171.490784,2221800
2019-07-19,173.009995,173.990005,172.210007,172.610001,171.044876,2360300
2019-07-22,172.809998,175.210007,172.130005,174.639999,173.056473,2004400
2019-07-23,176.000000,178.020004,175.649994,177.520004,175.910355,2360700
2019-07-24,176.929993,180.289993,176.259995,179.419998,177.793121,3532300
2019-07-25,187.009995,187.720001,176.660004,178.130005,176.514832,7362000
2019-07-26,177.630005,178.389999,170.570007,173.979996,172.402451,4016100
2019-07-29,173.830002,177.619995,173.660004,176.759995,175.157242,2638900
2019-07-30,175.660004,177.809998,173.800003,177.630005,176.019363,1978900
2019-07-31,177.649994,178.020004,173.399994,174.720001,173.135742,3015800
2019-08-01,174.789993,177.669998,173.029999,173.360001,171.788071,2381200
2019-08-02,172.860001,172.919998,169.809998,170.550003,169.003555,2423100
2019-08-05,168.949997,169.020004,164.419998,164.710007,163.216507,2894700
2019-08-06,164.820007,165.479996,162.899994,163.710007,162.225586,3494800
2019-08-07,162.000000,163.949997,158.039993,163.639999,162.156204,5993200
2019-08-08,164.369995,165.490005,163.550003,164.220001,162.730957,3260100
2019-08-09,164.539993,164.750000,162.029999,163.470001,161.987747,1582100
2019-08-12,163.020004,164.779999,161.550003,162.100006,160.630173,1473800
2019-08-13,162.559998,167.880005,162.149994,164.880005,163.384964,3244600
2019-08-14,162.500000,162.869995,158.669998,158.809998,157.369995,4056100
2019-08-15,158.059998,159.699997,155.630005,156.839996,156.839996,4452700
2019-08-16,157.839996,161.910004,157.449997,161.500000,161.500000,3481800
2019-08-19,163.710007,163.949997,161.779999,162.949997,162.949997,3198000
2019-08-20,163.110001,163.110001,160.960007,161.009995,161.009995,2061700
2019-08-21,162.690002,163.649994,161.050003,161.149994,161.149994,1623600
2019-08-22,162.000000,162.929993,160.149994,160.880005,160.880005,1441600
2019-08-23,160.080002,160.350006,155.270004,155.850006,155.850006,4223900
2019-08-26,157.009995,157.470001,155.080002,156.119995,156.119995,2215300
2019-08-27,157.330002,157.479996,155.399994,155.750000,155.750000,2281100
2019-08-28,155.100006,157.779999,154.000000,157.550003,157.550003,2346900
2019-08-29,159.300003,161.029999,159.050003,160.360001,160.360001,3170500
2019-08-30,161.570007,162.149994,160.410004,161.720001,161.720001,1967000
2019-09-03,161.399994,161.630005,157.259995,158.639999,158.639999,1835800
2019-09-04,159.830002,160.630005,158.990005,160.070007,160.070007,1506600
2019-09-05,162.500000,166.410004,162.389999,164.229996,164.229996,2421400
2019-09-06,164.639999,164.880005,162.949997,163.940002,163.940002,1762300
2019-09-09,165.000000,167.850006,164.690002,165.940002,165.940002,3091300
2019-09-10,166.160004,169.100006,166.009995,168.860001,168.860001,3240200
2019-09-11,169.860001,169.889999,165.369995,168.080002,168.080002,3579100
2019-09-12,169.619995,171.850006,168.610001,170.580002,170.580002,2870400
2019-09-13,170.589996,172.479996,169.860001,171.440002,171.440002,2534200
2019-09-16,171.210007,171.210007,167.910004,169.669998,169.669998,2459300
2019-09-17,167.759995,168.570007,166.500000,168.070007,168.070007,2716400
2019-09-18,167.610001,168.050003,165.250000,167.440002,167.440002,2096700
2019-09-19,167.389999,168.809998,166.910004,167.070007,167.070007,1623000
2019-09-20,167.429993,169.169998,166.479996,166.759995,166.759995,3698900
2019-09-23,165.490005,167.429993,164.500000,166.759995,166.759995,1938600
2019-09-24,167.050003,167.550003,164.160004,164.740005,164.740005,2986800
2019-09-25,164.759995,164.979996,163.690002,164.000000,164.000000,2758200
2019-09-26,164.000000,164.410004,162.800003,163.830002,163.830002,2763300
2019-09-27,164.479996,165.639999,163.520004,164.529999,164.529999,2870300
2019-09-30,165.210007,165.570007,163.940002,164.399994,164.399994,2508500
2019-10-01,165.000000,165.210007,158.169998,158.380005,158.380005,3271500
2019-10-02,157.059998,157.220001,154.630005,155.649994,155.649994,2972300
2019-10-03,155.139999,155.460007,150.809998,155.229996,155.229996,3025700
2019-10-04,155.229996,156.050003,154.399994,155.820007,155.820007,2646400
2019-10-07,155.000000,155.350006,153.520004,153.520004,153.520004,2471200
2019-10-08,152.330002,152.800003,150.580002,150.740005,150.740005,2781800
2019-10-09,152.339996,152.440002,150.789993,150.990005,150.990005,3358600
2019-10-10,150.949997,153.089996,150.869995,152.309998,152.309998,3192000
2019-10-11,154.130005,159.600006,154.110001,158.100006,158.100006,4670200
2019-10-14,158.039993,162.389999,157.339996,160.509995,160.509995,3269800
2019-10-15,159.350006,164.020004,159.350006,162.979996,162.979996,3098600
